City_ID,city,country,latitude,longitude,Maximum_temperature,percent_humidity,percent_cloudiness,wind_speed,description
698,Schleswig,DE,54.5167,9.55,14.88,92,11,6.17,few clouds
699,Oranjemund,NA,-28.55,16.4333,10.64,78,0,3.64,clear sky
700,Lodja,CD,-3.4833,23.4333,20.45,39,57,0.87,broken clouds
701,Nhamundá,BR,-2.1861,-56.7131,26.24,59,78,1.05,broken clouds
702,Tojšići,BA,44.5011,18.7856,17.29,100,0,0.89,clear sky
703,Opuwo,NA,-18.0607,13.84,12.32,33,3,2.74,clear sky
704,Albanel,CA,48.8832,-72.4487,15.08,82,97,1.03,overcast clouds
705,Finnsnes,NO,69.2296,17.9811,9.63,82,17,1.25,few clouds
706,Lebrija,ES,36.9208,-6.0753,24.91,71,0,1.58,clear sky
707,Eydhafushi,MV,5.1033,73.0708,28.2,74,100,5.57,overcast clouds
708,Wolbrom,PL,50.3796,19.7583,18.82,96,90,2.35,overcast clouds
709,Tegul'det,RU,57.3064,88.1667,16.84,66,100,1.3,overcast clouds
710,Nísia Floresta,BR,-6.0911,-35.2086,24.21,93,14,2.6,few clouds
711,Leninsk,RU,48.7119,45.1994,24.76,29,57,2.71,broken clouds
712,Luau,AO,-10.7073,22.2247,11.51,44,0,2.13,clear sky
713,Bajil,YE,15.0584,43.2851,30.9,58,69,1.9,broken clouds
714,Isoka,ZM,-10.1606,32.6335,8.04,80,7,0.52,clear sky
715,La Libertad,EC,-2.2333,-80.9,21.42,83,99,4.26,overcast clouds
716,Valparaíso,CL,-33.0393,-71.6273,9.71,80,0,1.54,clear sky
717,Novo Aripuanã,BR,-5.1206,-60.3797,23.47,53,5,1.29,clear sky
718,Porto-Vecchio,FR,41.591,9.2795,22.74,100,40,1.54,scattered clouds
719,Chandler,US,33.3062,-111.8412,38.49,31,75,2.57,broken clouds
720,Nyagan,RU,62.1406,65.3936,8.38,85,100,2.86,light rain
721,Waddān,LY,29.1614,16.139,23.19,60,0,1.63,clear sky
722,Donegal,IE,54.65,-8.1167,12.97,93,99,6.27,overcast clouds
723,Xapuri,BR,-10.6517,-68.5044,20.19,37,3,3.3,clear sky
724,Dāmghān,IR,36.1683,54.348,25.2,51,0,4.82,clear sky
725,Turbat,PK,26.0023,63.044,31.12,67,100,2.65,overcast clouds
